"ensembl_gene_id","entrezgene","gene_name","description","biotype","baseMean","log2FoldChange","fold_change","pvalue","padj","12475_WT","12409_WT","12408_WT","12406_KO","12403_KO","12401_KO","12329_KO","12287_WT","12281_KO","12280_WT"
"ENSMUSG00000024073",12211,"Birc6","baculoviral IAP repeat-containing 6 ","protein_coding",1399.03611868682,-0.0728455921477628,0.950760853215777,0.57513234316176,0.883091419103899,1296,1274,1431,1957,1795,944,1352,1652,569,1719
"ENSMUSG00000060981",69386,"Hist1h4h","histone cluster 1, H4h ","protein_coding",29.3607912201577,0.0697987485539665,1.04957026164174,0.575144595899969,0.883091419103899,18,58,21,32,22,35,26,19,42,21
"ENSMUSG00000028108",13601,"Ecm1","extracellular matrix protein 1 ","protein_coding",128.494827233551,0.0688968092279617,1.04891429983563,0.575369917426879,0.883091419103899,134,123,126,158,144,99,162,93,103,144
"ENSMUSG00000051107",NA,"Gm15440","predicted gene 15440 ","protein_coding",682.616296681175,-0.0616208531128137,0.95818700108399,0.575373976095965,0.883091419103899,709,708,645,674,849,648,684,731,463,717
"ENSMUSG00000024513",17191,"Mbd2","methyl-CpG binding domain protein 2 ","protein_coding",981.332585301301,0.0335533411436989,1.02352996615737,0.575410565058404,0.883091419103899,988,978,957,988,1069,1012,985,984,912,941
"ENSMUSG00000031072",72284,"Oraov1","oral cancer overexpressed 1 ","protein_coding",378.802931243177,0.0463657700643598,1.03266031523686,0.575417688627951,0.883091419103899,342,423,369,373,373,378,377,339,428,387
"ENSMUSG00000006412",18637,"Pfdn2","prefoldin 2 ","protein_coding",2353.12954149566,0.056030894472947,1.03960169740098,0.575428540886387,0.883091419103899,2494,2397,2454,1990,2119,2635,2447,2189,2854,1952
"ENSMUSG00000109887",NA,"","","processed_transcript",55.2128858724291,-0.0687782412579768,0.953445089449255,0.575441876304392,0.883091419103899,53,66,54,48,43,48,54,60,73,53
"ENSMUSG00000001665",103140,"Gstt3","glutathione S-transferase, theta 3 ","protein_coding",63.9605006607079,-0.071893755528263,0.951388336896635,0.575665270109107,0.883122250731594,51,101,69,49,61,67,65,67,63,46
"ENSMUSG00000097304",NA,"Rpl31-ps15","ribosomal protein L31, pseudogene 15 ","processed_pseudogene",11.5828761095948,0.0666382869829227,1.04727352138871,0.575668436843501,0.883122250731594,17,14,5,12,11,20,8,6,12,10
"ENSMUSG00000022565",18810,"Plec","plectin ","protein_coding",2847.31004859614,-0.0703432405690981,0.952411376959779,0.575669573027305,0.883122250731594,2854,2286,2883,3461,3876,1661,3488,3760,810,3394
"ENSMUSG00000034377",68842,"Tulp4","tubby like protein 4 ","protein_coding",2092.5442928995,-0.0704943709524923,0.952311611760924,0.575680669759346,0.883122250731594,2115,1862,2234,2469,2602,1748,2114,2327,1122,2331
"ENSMUSG00000066026",20148,"Dhrs3","dehydrogenase/reductase (SDR family) member 3 ","protein_coding",587.561505398251,-0.0489145484604401,0.966663351316918,0.575802251131937,0.883224877519757,671,587,634,500,550,641,600,576,589,527
"ENSMUSG00000027636",77799,"Sla2","Src-like-adaptor 2 ","protein_coding",27.13259855391,-0.0728358759385548,0.950767256386372,0.576015195481264,0.883306826510104,19,25,29,30,17,24,24,31,33,39
"ENSMUSG00000042903",54601,"Foxo4","forkhead box O4 ","protein_coding",614.187107594527,0.0554011029701489,1.03914797058435,0.576017879028121,0.883306826510104,615,610,644,613,734,653,670,562,471,570
"ENSMUSG00000015837",18412,"Sqstm1","sequestosome 1 ","protein_coding",14706.6170815274,0.045618205481996,1.03212535789621,0.57618718572637,0.883306826510104,14251,14978,14565,13248,13232,16391,14685,14465,17286,13966
"ENSMUSG00000027456",228765,"Sdcbp2","syndecan binding protein (syntenin) 2 ","protein_coding",52.6972132929841,-0.0703848707545649,0.952383894720573,0.576255951785726,0.883306826510104,49,56,43,56,50,53,62,60,33,66
"ENSMUSG00000026600",20652,"Soat1","sterol O-acyltransferase 1 ","protein_coding",810.119723502722,-0.0601894708221469,0.959138146322081,0.576317154941209,0.883306826510104,835,885,805,865,945,748,793,941,590,693
"ENSMUSG00000032911",121021,"Cspg4","chondroitin sulfate proteoglycan 4 ","protein_coding",413.812191569545,-0.0723944930908957,0.951058181736946,0.576408186089727,0.883306826510104,441,359,422,459,533,340,457,478,185,464
"ENSMUSG00000078875",NA,"Gm14419","predicted gene 14419 ","protein_coding",23.4052944848323,-0.0713183815767421,0.951767844154477,0.576422775073854,0.883306826510104,14,43,19,25,14,24,22,23,24,26
"ENSMUSG00000024979",21684,"Tectb","tectorin beta ","protein_coding",18.545048341133,-0.0713392842191489,0.951754054463505,0.576586115613246,0.883306826510104,15,10,24,20,23,13,19,26,13,24
"ENSMUSG00000028957",18628,"Per3","period circadian clock 3 ","protein_coding",540.643142447721,-0.0707699314771515,0.952129733803388,0.576607453468923,0.883306826510104,527,486,527,570,649,472,612,727,291,544
"ENSMUSG00000109121",NA,"Gm44644","predicted gene 44644 ","lincRNA",24.3844361564961,-0.0725813778850151,0.950934990905926,0.57664160340042,0.883306826510104,22,23,37,25,28,18,26,16,19,31
"ENSMUSG00000030579",22177,"Tyrobp","TYRO protein tyrosine kinase binding protein ","protein_coding",608.674796051296,0.0716042829855813,1.05088462226975,0.57668401895602,0.883306826510104,681,705,571,461,518,749,491,479,954,477
"ENSMUSG00000032750",210710,"Gab3","growth factor receptor bound protein 2-associated protein 3 ","protein_coding",17.1145000412866,0.0715393589393142,1.05083733150855,0.576725628506973,0.883306826510104,12,17,18,15,26,18,10,15,22,19
"ENSMUSG00000024883",225870,"Rin1","Ras and Rab interactor 1 ","protein_coding",1436.99373325042,0.0662747378696698,1.04700964899576,0.576781657653504,0.883306826510104,1463,1484,1080,1660,1591,1630,1608,1419,929,1505
"ENSMUSG00000020453",56218,"Patz1","POZ (BTB) and AT hook containing zinc finger 1 ","protein_coding",759.989714478497,0.0419889791604496,1.02953221874159,0.576807759297203,0.883306826510104,693,717,723,761,772,793,840,824,694,783
"ENSMUSG00000025478",26757,"Dpysl4","dihydropyrimidinase-like 4 ","protein_coding",1288.26156306062,0.0380776758439049,1.02674482498661,0.576868926568182,0.883306826510104,1364,1168,1248,1196,1248,1356,1400,1260,1334,1308
"ENSMUSG00000023984",NA,"Gm20517","predicted gene 20517 ","protein_coding",11.7421771806742,0.0702517956634437,1.04989990819111,0.576890665020485,0.883306826510104,14,12,11,9,10,16,14,9,14,9
"ENSMUSG00000042570",70427,"Mier2","MIER family member 2 ","protein_coding",829.144240954003,0.0416667675303891,1.02930230860552,0.576899208070969,0.883306826510104,864,807,743,827,828,836,953,814,768,853
"ENSMUSG00000050022",231842,"Amz1","archaelysin family metallopeptidase 1 ","protein_coding",204.744744947978,0.0590264089342887,1.04176249858619,0.57698447056753,0.883306826510104,238,186,180,173,213,198,208,196,259,195
"ENSMUSG00000034175",279766,"Rhbdd3","rhomboid domain containing 3 ","protein_coding",523.842559296574,0.0551390386267195,1.03895922737062,0.577104395098773,0.883306826510104,534,516,511,439,470,550,570,457,651,539
"ENSMUSG00000042116",246228,"Vwa1","von Willebrand factor A domain containing 1 ","protein_coding",929.802683656253,0.0591139667294317,1.04182572552801,0.577205386352717,0.883306826510104,993,974,932,781,904,886,949,811,1250,818
"ENSMUSG00000006418",81018,"Rnf114","ring finger protein 114 ","protein_coding",2021.41751988504,0.041334355487657,1.02906517389682,0.577223910546332,0.883306826510104,2122,2079,1999,1901,1929,2197,1954,1905,2286,1842
"ENSMUSG00000020684",276952,"Rasl10b","RAS-like, family 10, member B ","protein_coding",10274.7983451532,0.0477274179948653,1.03363542329073,0.577351613983743,0.883306826510104,11024,10478,10434,9470,10817,10885,11966,9068,9205,9402
"ENSMUSG00000003208",72886,"Ccdc94","coiled-coil domain containing 94 ","protein_coding",233.435616663172,0.0477732499588307,1.03366826064903,0.57736166112677,0.883306826510104,235,233,220,232,216,244,266,245,232,211
"ENSMUSG00000034192",67678,"Lsm3","LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated ","protein_coding",358.354320578636,0.0691943130426877,1.04913062287968,0.577382218948934,0.883306826510104,373,373,350,317,267,438,297,317,539,311
"ENSMUSG00000036864",333193,"Proser3","proline and serine rich 3 ","protein_coding",44.0880372772681,-0.0719333573389913,0.951362221756101,0.577430921053694,0.883306826510104,46,44,35,45,36,47,56,60,26,46
"ENSMUSG00000029433",66593,"Diablo","diablo, IAP-binding mitochondrial protein ","protein_coding",578.37734881864,0.0500265550018161,1.03528397964608,0.577443472211065,0.883306826510104,572,652,580,519,577,614,569,500,672,530
"ENSMUSG00000086655",NA,"C330018A13Rik","RIKEN cDNA C330018A13 gene ","antisense",12.6399628686448,-0.0675354271117147,0.954266791575799,0.577488919533979,0.883306826510104,12,13,21,12,5,10,14,10,19,12
"ENSMUSG00000027309",228602,"4930402H24Rik","RIKEN cDNA 4930402H24 gene ","protein_coding",2337.85659745004,-0.0661366765230014,0.955192440080676,0.577493271208835,0.883306826510104,2364,2647,2421,2694,2851,2141,2203,2263,1419,2375
"ENSMUSG00000086129",NA,"Gm13558","predicted gene 13558 ","sense_intronic",37.3181103663501,0.0709406081471824,1.05040130094009,0.577493362200073,0.883306826510104,34,38,34,33,34,49,30,40,48,33
"ENSMUSG00000059920",67609,"4930453N24Rik","RIKEN cDNA 4930453N24 gene ","protein_coding",602.818577464942,0.0532108374434775,1.03757155762505,0.577512966832824,0.883306826510104,555,648,602,525,626,606,559,584,765,558
"ENSMUSG00000072946",77219,"Ptgr2","prostaglandin reductase 2 ","protein_coding",1591.56515335297,0.0664268162583694,1.04712002293375,0.577550977883433,0.883306826510104,1509,2026,1620,1490,1425,1836,1355,1269,2114,1271
"ENSMUSG00000032434",67213,"Cmtm6","CKLF-like MARVEL transmembrane domain containing 6 ","protein_coding",924.630066017442,0.0485970172025077,1.0342586454334,0.577738981251817,0.883332222267127,971,977,973,973,993,913,1016,782,817,832
"ENSMUSG00000062232",76089,"Rapgef2","Rap guanine nucleotide exchange factor (GEF) 2 ","protein_coding",2107.78927366742,-0.0724591305073722,0.951015572200662,0.577910676758667,0.883332222267127,2076,1780,1942,2700,2454,1695,2274,2666,897,2594
"ENSMUSG00000071343",NA,"Gm10327","predicted pseudogene 10327 ","processed_pseudogene",21.0538989189273,0.0722206366251851,1.0513336810958,0.577915656082535,0.883332222267127,21,21,16,13,17,27,22,20,32,21
"ENSMUSG00000042821",20613,"Snai1","snail family zinc finger 1 ","protein_coding",19.4838319035952,0.0720705046966557,1.05122428130149,0.577923876681333,0.883332222267127,15,15,26,29,20,16,16,17,22,19
"ENSMUSG00000048644",330695,"Ctxn1","cortexin 1 ","protein_coding",13897.2508139031,0.0488060429836361,1.03440850550574,0.578056375771879,0.883332222267127,15254,13745,12993,11799,13028,14968,14979,12955,16065,13187
"ENSMUSG00000079224",NA,"Gm6565","predicted gene 6565 ","processed_pseudogene",11.3540381322331,0.0671452947802723,1.04764163047474,0.578149435820072,0.883332222267127,9,8,21,9,13,12,11,7,16,8
"ENSMUSG00000021671",67463,"Poc5","POC5 centriolar protein ","protein_coding",730.970706354402,-0.0445482301181691,0.969593390803991,0.578161423494227,0.883332222267127,650,688,783,734,723,726,666,844,744,754
"ENSMUSG00000108137",NA,"Gm44053","predicted gene, 44053 ","lincRNA",19.5577583076996,-0.0707655374208868,0.952132633735719,0.578174363849837,0.883332222267127,16,17,30,19,21,12,28,15,12,26
"ENSMUSG00000028655",76574,"Mfsd2a","major facilitator superfamily domain containing 2A ","protein_coding",635.627385409054,-0.0621739988632474,0.957819691667628,0.578205193280373,0.883332222267127,650,843,648,550,689,623,721,539,503,589
"ENSMUSG00000039157",98952,"Fam102a","family with sequence similarity 102, member A ","protein_coding",3123.16353839306,-0.0584358410532959,0.960304710156742,0.578206673921447,0.883332222267127,3147,3249,3090,3216,3428,3165,3335,3271,2073,3258
"ENSMUSG00000044730",NA,"9930104L06Rik","RIKEN cDNA 9930104L06 gene ","processed_transcript",371.279952656428,-0.0444246653407746,0.969676438654662,0.578246489290888,0.883332222267127,408,353,351,388,373,350,378,365,336,412
"ENSMUSG00000049285",330216,"Mblac1","metallo-beta-lactamase domain containing 1 ","protein_coding",137.106008979303,0.068275659039377,1.04846278856092,0.578266398929422,0.883332222267127,160,133,125,127,111,165,112,115,196,128
"ENSMUSG00000014813",20855,"Stc1","stanniocalcin 1 ","protein_coding",58.7801758179999,0.0713574232600613,1.05070482065643,0.578298502505606,0.883332222267127,62,49,44,66,54,73,76,72,37,55
"ENSMUSG00000029101",71729,"Rgs12","regulator of G-protein signaling 12 ","protein_coding",1079.27072481186,-0.0532023478023158,0.963794619502787,0.578333225017018,0.883332222267127,1283,1004,1053,1128,1196,1015,1082,1024,855,1151
"ENSMUSG00000055228",71508,"Zfp935","zinc finger protein 935 ","protein_coding",59.5258983321172,-0.0679368219396079,0.954001326967422,0.578416368887332,0.883375679866508,53,70,57,53,58,58,45,55,74,72
"ENSMUSG00000034818",319586,"Celf5","CUGBP, Elav-like family member 5 ","protein_coding",4027.29177987853,-0.0658970964933743,0.955351076541706,0.578493385640236,0.883409772606703,4495,3569,3721,4264,4179,3525,4951,4355,2566,4649
"ENSMUSG00000063060",20680,"Sox7","SRY (sex determining region Y)-box 7 ","protein_coding",46.9813412440301,0.0722919397363378,1.0513856430231,0.578673451227224,0.883601208567037,48,46,45,42,79,31,63,47,32,38
"ENSMUSG00000110386",NA,"Gm42031","predicted gene, 42031 ","lincRNA",13.891175760113,-0.0704409140217354,0.952346898912825,0.578865878917684,0.88368808785777,19,9,15,15,10,12,18,12,11,18
"ENSMUSG00000040054",116848,"Baz2a","bromodomain adjacent to zinc finger domain, 2A ","protein_coding",997.311614508739,-0.0722424787316414,0.951158398423817,0.578876586604446,0.88368808785777,928,883,1003,1218,1298,734,1049,1179,446,1236
"ENSMUSG00000015647",16776,"Lama5","laminin, alpha 5 ","protein_coding",140.775777058027,0.0687501509522463,1.04880767706398,0.578894481031641,0.88368808785777,120,91,133,228,207,98,177,168,43,145
"ENSMUSG00000045174",211383,"Amer3","APC membrane recruitment 3 ","protein_coding",845.535260073667,0.05489169879324,1.03878112044718,0.579002021125093,0.883768724741306,792,760,792,1013,846,942,856,870,667,917
"ENSMUSG00000031767",67528,"Nudt7","nudix (nucleoside diphosphate linked moiety X)-type motif 7 ","protein_coding",148.472771942561,0.0710505150752058,1.05048132532117,0.579116590080063,0.883785914039793,142,197,138,122,131,178,122,129,220,105
"ENSMUSG00000027430",66044,"Dtd1","D-tyrosyl-tRNA deacylase 1 ","protein_coding",1713.39853062045,0.0628844176172849,1.0445520745929,0.57916844780148,0.883785914039793,1646,1713,1685,1490,1356,1948,1596,1634,2429,1637
"ENSMUSG00000087261",NA,"Gm15477","predicted gene 15477 ","antisense",15.6068617570789,0.0681049364373497,1.04833872512416,0.5791774331421,0.883785914039793,19,14,20,16,21,11,11,13,25,6
"ENSMUSG00000019132",79555,"BC005537","cDNA sequence BC005537 ","protein_coding",4763.94334594949,-0.0507975918234606,0.965402460039351,0.579321670081638,0.883847105096585,4881,4833,4909,5064,5281,4312,5024,4670,3647,5019
"ENSMUSG00000029843",243755,"Slc13a4","solute carrier family 13 (sodium/sulfate symporters), member 4 ","protein_coding",416.857495875669,0.0716216911681129,1.05089730277476,0.57932697509024,0.883847105096585,395,291,435,761,453,224,445,557,319,288
"ENSMUSG00000087381",NA,"Gm16008","predicted gene 16008 ","antisense",20.2020408968757,0.0712369069131927,1.0506170531004,0.579424994765168,0.883913157862391,22,11,19,29,24,11,22,18,22,25
"ENSMUSG00000038214",331623,"Bend3","BEN domain containing 3 ","protein_coding",158.562170532567,-0.0677488467538993,0.954125636162912,0.57953185928027,0.883925854816581,195,129,152,193,170,139,161,159,103,186
"ENSMUSG00000057719",269016,"Sh3rf2","SH3 domain containing ring finger 2 ","protein_coding",18.2938004694908,-0.071412276868336,0.951705902019337,0.579542768852625,0.883925854816581,14,15,27,16,19,16,23,24,12,17
"ENSMUSG00000044968",242864,"Napepld","N-acyl phosphatidylethanolamine phospholipase D ","protein_coding",516.64585839664,0.0502831364018416,1.03546811990315,0.579610226618248,0.883942535321425,519,445,498,581,494,565,550,574,446,495
"ENSMUSG00000089774",53881,"Slc5a3","solute carrier family 5 (inositol transporters), member 3 ","protein_coding",413.352797170627,-0.0719502359097525,0.951351091517074,0.579663158378191,0.883942535321425,396,368,395,526,509,302,427,576,206,427
"ENSMUSG00000029056",269614,"Pank4","pantothenate kinase 4 ","protein_coding",841.952717965871,0.0554588319139712,1.03918955256346,0.579754189622819,0.883964361962963,871,806,772,777,695,854,884,828,1099,833
"ENSMUSG00000056492",224792,"Adgrf5","adhesion G protein-coupled receptor F5 ","protein_coding",656.998205111135,-0.0719443721301459,0.951354958255579,0.579792403407077,0.883964361962963,650,694,674,736,912,472,710,657,301,765
"ENSMUSG00000004789",78920,"Dlst","dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex) ","protein_coding",3884.07932163475,-0.0307357353043915,0.978920947162982,0.579841655212828,0.883964361962963,3846,4086,3925,3762,3636,3935,3742,4060,4129,3719
"ENSMUSG00000032294",18746,"Pkm","pyruvate kinase, muscle ","protein_coding",41367.6423859703,-0.0312999118351577,0.978538207751754,0.57997144331085,0.884066266701582,40707,39667,42157,39912,37653,42818,42651,44416,41444,42251
"ENSMUSG00000028199",12972,"Cryz","crystallin, zeta ","protein_coding",495.439204722209,0.0612667083999809,1.04338146372906,0.58010723335901,0.884066266701582,476,562,522,467,420,597,443,412,620,436
"ENSMUSG00000084957",100503572,"Bbip1","BBSome interacting protein 1 ","protein_coding",1260.0818764532,0.0612569151257049,1.04337438109144,0.580109314570338,0.884066266701582,1255,1406,1284,1118,1154,1371,1108,1094,1726,1085
"ENSMUSG00000085167",NA,"Gm12063","predicted gene 12063 ","lincRNA",29.6324747948484,0.0709398885051087,1.05040077698128,0.580127436897602,0.884066266701582,19,31,20,40,35,26,37,23,17,47
"ENSMUSG00000022858",20462,"Tra2b","transformer 2 beta homolog (Drosophila) ","protein_coding",1555.39925431261,0.0503615940872512,1.03552443301076,0.580535640908866,0.884420469642723,1435,1678,1585,1479,1434,1698,1411,1484,1914,1436
"ENSMUSG00000042594",16923,"Sh2b3","SH2B adaptor protein 3 ","protein_coding",630.401651711241,-0.061387961154613,0.958341692167933,0.580588484551743,0.884420469642723,694,587,678,613,732,560,723,687,435,595
"ENSMUSG00000054408",76687,"Spcs3","signal peptidase complex subunit 3 homolog (S. cerevisiae) ","protein_coding",3101.15191402434,-0.0604047066239772,0.958995063090047,0.580599126139595,0.884420469642723,3353,3261,3329,2624,2735,2861,2636,2914,4231,3068
"ENSMUSG00000011148",11565,"Adssl1","adenylosuccinate synthetase like 1 ","protein_coding",749.745202011379,-0.0435657964821677,0.970253880748373,0.580599180146113,0.884420469642723,707,852,777,679,711,745,727,698,824,778
"ENSMUSG00000036315",66136,"Znrd1","zinc ribbon domain containing, 1 ","protein_coding",445.390522338763,0.0622573911836977,1.04409818833571,0.580633646612893,0.884420469642723,407,486,480,378,392,468,442,360,610,428
"ENSMUSG00000028953",27407,"Abcf2","ATP-binding cassette, sub-family F (GCN20), member 2 ","protein_coding",3273.00340236161,-0.0359389563636224,0.975396731859958,0.58073284631326,0.884488159703138,3310,3144,3421,2941,3098,3357,3187,3456,3565,3251
"ENSMUSG00000066839",26940,"Ecsit","ECSIT signalling integrator ","protein_coding",1298.1707261723,0.0574128660496015,1.04059801907002,0.58104564643012,0.884701535526118,1271,1268,1264,1128,1158,1474,1160,1290,1733,1236
"ENSMUSG00000074513",99889,"Arfip1","ADP-ribosylation factor interacting protein 1 ","protein_coding",85.7174776260641,0.0598972562526609,1.04239152268135,0.581063320103433,0.884701535526118,90,92,79,86,95,87,75,81,97,75
"ENSMUSG00000046798",64945,"Cldn12","claudin 12 ","protein_coding",1239.09580000045,-0.0519670842766164,0.964620192568032,0.581160380828916,0.884701535526118,1284,1259,1283,1089,1131,1224,1075,1181,1545,1319
"ENSMUSG00000048001",15208,"Hes5","hairy and enhancer of split 5 (Drosophila) ","protein_coding",295.860386493536,0.0689504045411248,1.0489532671385,0.581178783662044,0.884701535526118,383,213,328,267,263,258,361,221,385,279
"ENSMUSG00000019809",56535,"Pex3","peroxisomal biogenesis factor 3 ","protein_coding",689.317943903036,0.0625887374020699,1.04433801567823,0.581188715241194,0.884701535526118,699,692,652,625,564,772,604,631,983,671
"ENSMUSG00000049353",74023,"Rd3","retinal degeneration 3 ","protein_coding",13.8605967209618,0.0447988089040469,1.03153931591285,0.58120158453861,0.884701535526118,0,10,3,24,8,13,21,40,14,6
"ENSMUSG00000022604",74201,"Cep97","centrosomal protein 97 ","protein_coding",325.945040397432,-0.0661088213922499,0.9552108828329,0.581341286625078,0.884830801127805,324,353,279,353,409,308,301,370,204,359
"ENSMUSG00000026193",14268,"Fn1","fibronectin 1 ","protein_coding",965.085874830805,-0.0714021637585883,0.95171257338071,0.581400160523621,0.884837029376947,1071,846,1180,1435,1245,535,908,889,435,1106
"ENSMUSG00000034462",18764,"Pkd2","polycystic kidney disease 2 ","protein_coding",810.746330813351,-0.0643264186864009,0.956391744056066,0.581599672007458,0.885039807012449,837,823,816,900,966,683,872,866,506,839
"ENSMUSG00000074923",214230,"Pak6","p21 protein (Cdc42/Rac)-activated kinase 6 ","protein_coding",3055.57825716086,-0.0665419820831573,0.954924129440125,0.581642988573375,0.885039807012449,3678,2636,3346,3221,3691,2564,3383,2996,1905,3136
"ENSMUSG00000067629",240057,"Syngap1","synaptic Ras GTPase activating protein 1 homolog (rat) ","protein_coding",6229.55058534394,-0.0700634691798548,0.952596089102167,0.581816868112333,0.885139497547486,7108,5450,5918,7116,7042,5190,7366,6789,3189,7129
"ENSMUSG00000026260",67273,"Ndufa10","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10 ","protein_coding",4739.63183005068,0.0455312531012426,1.0320631527523,0.581845461037472,0.885139497547486,4602,4765,4938,4482,4176,5113,4678,4531,5672,4439
"ENSMUSG00000105076",NA,"A930003O13Rik","RIKEN cDNA A930003O13 gene ","lincRNA",18.8899579730759,0.0709433063275928,1.05040326544041,0.581900073620595,0.885139497547486,22,13,13,15,19,14,23,21,30,19
"ENSMUSG00000004270",14792,"Lpcat3","lysophosphatidylcholine acyltransferase 3 ","protein_coding",447.03082592093,0.0567952166443833,1.04015261157455,0.581927707061463,0.885139497547486,430,524,408,435,521,466,502,441,364,378
"ENSMUSG00000000202",72014,"Btbd17","BTB (POZ) domain containing 17 ","protein_coding",1418.40995592708,0.0696171512069023,1.04943815667536,0.582058852306359,0.885156164833735,1700,1591,1446,1054,1179,1658,1508,1066,1969,1012
"ENSMUSG00000033237",77044,"Arid2","AT rich interactive domain 2 (ARID, RFX-like) ","protein_coding",740.761741131172,-0.0705974764056293,0.952243555096885,0.582093622955909,0.885156164833735,707,679,746,930,913,586,738,913,382,814
"ENSMUSG00000097162",NA,"2310010J17Rik","RIKEN cDNA 2310010J17 gene ","bidirectional_promoter_lncRNA",73.6191852614707,-0.0691827576446575,0.953177791035014,0.582107663502498,0.885156164833735,87,102,73,56,71,81,62,56,84,63
"ENSMUSG00000039427",208211,"Alg1","asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase) ","protein_coding",642.661236657906,0.0508092432224742,1.03584579236128,0.582198483714317,0.885156164833735,613,632,599,619,538,708,635,624,781,677
"ENSMUSG00000037509",226970,"Arhgef4","Rho guanine nucleotide exchange factor (GEF) 4 ","protein_coding",6216.05190790621,0.0348647622781707,1.02446078594063,0.582291187193772,0.885156164833735,5888,6515,6090,6019,6179,6882,6628,6157,5771,6031
"ENSMUSG00000090113",621239,"Nhlrc4","NHL repeat containing 4 ","protein_coding",12.3139098091452,0.0686444072047664,1.0487308064942,0.58231295728823,0.885156164833735,9,14,7,13,17,10,15,11,11,17
"ENSMUSG00000027455",386649,"Nsfl1c","NSFL1 (p97) cofactor (p47) ","protein_coding",2463.8703648408,0.0395355399941634,1.02778288984488,0.582322276344928,0.885156164833735,2533,2392,2416,2268,2272,2607,2533,2441,2824,2351
"ENSMUSG00000024505",68857,"Dtwd2","DTW domain containing 2 ","protein_coding",89.9936814262282,0.0615452684787784,1.04358294254169,0.582424985346444,0.885228979327728,92,84,77,94,75,94,87,97,114,86
"ENSMUSG00000017132",19157,"Cyth1","cytohesin 1 ","protein_coding",1746.11981136837,0.0446259458136222,1.03141572472649,0.582703217570262,0.885434406644633,1626,1721,1670,1838,1954,1784,1859,1771,1446,1794
"ENSMUSG00000026940",77058,"Ccdc183","coiled-coil domain containing 183 ","protein_coding",65.9616642741879,0.0650928244605581,1.04615224812269,0.582716049638973,0.885434406644633,69,58,53,60,80,59,76,75,66,65
"ENSMUSG00000031562",320685,"Dctd","dCMP deaminase ","protein_coding",150.460275650674,0.0532631584059672,1.03760918700992,0.582800003419491,0.885434406644633,143,165,134,145,162,146,143,136,173,158
"ENSMUSG00000048458",109050,"Fam212b","family with sequence similarity 212, member B ","protein_coding",3792.60365129333,-0.050548950650808,0.965568856595009,0.58295175956704,0.885434406644633,3577,3747,3793,4161,4173,3027,3866,4068,3346,4168
"ENSMUSG00000111374",NA,"","","processed_pseudogene",35.8689714890838,0.0712617667592518,1.05063515699796,0.583039223984451,0.885434406644633,33,29,32,46,51,24,48,32,20,45
"ENSMUSG00000037455",76306,"Slc18b1","solute carrier family 18, subfamily B, member 1 ","protein_coding",564.717760667592,-0.0402128079269547,0.972511484371432,0.583095443443329,0.885434406644633,582,615,503,576,542,527,562,608,575,557
"ENSMUSG00000021610",218335,"Clptm1l","CLPTM1-like ","protein_coding",3225.68153383535,-0.0301195677365901,0.979339128516426,0.583100458395047,0.885434406644633,3341,3343,3065,3085,3018,3265,3160,3280,3427,3274
"ENSMUSG00000038390",14788,"Gpr162","G protein-coupled receptor 162 ","protein_coding",7028.69264953748,-0.0409124066155094,0.972040003703076,0.583149160095511,0.885434406644633,7865,6779,7173,6579,6560,6693,8016,6739,6748,7135
"ENSMUSG00000059486",210973,"Kbtbd2","kelch repeat and BTB (POZ) domain containing 2 ","protein_coding",1318.22657154485,-0.0357217071360348,0.975543623709068,0.583219344681846,0.885434406644633,1209,1378,1297,1294,1375,1221,1299,1439,1314,1356
"ENSMUSG00000046865",14113,"Fbl","fibrillarin ","protein_coding",889.548604492135,0.0447318968629028,1.03149147433955,0.583273049732042,0.885434406644633,957,827,941,834,818,920,942,832,1013,813
"ENSMUSG00000074652",668940,"Myh7b","myosin, heavy chain 7B, cardiac muscle, beta ","protein_coding",390.086827733091,-0.0706368560296638,0.95221756313022,0.583463392831894,0.885434406644633,404,317,469,435,475,307,428,528,221,316
"ENSMUSG00000101144",NA,"Gm29054","predicted gene 29054 ","processed_transcript",23.2159890972689,-0.0713685053477432,0.951734777315406,0.583482136030414,0.885434406644633,31,19,26,23,18,25,15,27,30,19
"ENSMUSG00000028902",75062,"Sf3a3","splicing factor 3a, subunit 3 ","protein_coding",879.039650695985,0.0423682200019522,1.02980288716141,0.583601461571101,0.885434406644633,839,797,946,817,837,964,863,856,986,886
"ENSMUSG00000040502",216438,"March9","membrane-associated ring finger (C3HC4) 9 ","protein_coding",742.493272473854,-0.049326840429914,0.966387138685141,0.583624484853153,0.885434406644633,787,654,727,768,706,692,839,841,634,777
"ENSMUSG00000009073",18016,"Nf2","neurofibromatosis 2 ","protein_coding",3021.42532330154,-0.0505341771185207,0.965578744294982,0.583769083352635,0.885434406644633,2995,3053,2965,3135,3322,2997,3100,3204,2242,3201
"ENSMUSG00000028106",75137,"Rprd2","regulation of nuclear pre-mRNA domain containing 2 ","protein_coding",905.904840925456,-0.0702935206526413,0.95244420068811,0.583830361297775,0.885434406644633,864,838,942,1148,1108,710,915,1051,459,1023
